cluster,barcode,abo_url,system_id,year,marker,work_title,main_title
34,Z163300405,http://data.onb.ac.at/ABO/+Z163300405,AC09629629,1609,TravelogueD17 Orient; TravelogueD17 Europa Asien Afrika,Reyßbuch deß heyligen Lands,"Reyßbuch deß heyligen Lands/; Das ist Ein gründtliche beschreibung aller vnd jeder Meer vnd Bilgerfahrten zum heyligen Lande/ so bishero/ in zeit dasselbig von den Ungläubigen erobert und inn gehabt/ beyde mit bewehrter Hand vnd Kriegßmacht/ zu wider eroberung deren Land/ denn auch aus Andacht vnd Christlicher Anmutung zu den heyligen Orten/ von vielen Fürsten/ Graffen/ Freyen/ Rittern/ vom Adel vnd andern fürtrefflichen/ Ehr und Tugendliebenden/ Geistlichs vnd Weltlichs Standts Herren/ zu Wasser vnd Land vorgenommen/ ins Werck gericht/ vnd durch wunderbarlich Abentheuwr/ auch vnglaublich grosse Gefahr/ Leibs vnd Guts vollnbracht. Beneben eingeführter auch eigentlicher Beschreibung deß gantzen heyligen Lands Palæstinae, sampt demselben einverleibter Landschafften/ Refieren vnd Termineyen: Zu dem aller darinn begrieffener nahmhaffter Stätt/ Flecken/ Dörffer/ Festungen/ Bergen/ Auwen/ Meer/ Wasser/ Seen: Bevorab der heyligen Stätte in vnd ausserhalb der Statt Jerusalem/ an denen vnser Herr vnd Heyland Christus di zeit seiner Wallfahrt auff Erden/ vnd denn das Werck vnser einigen Erlösung vollbracht hat. Demnach der angrentzenden/ Benachbarten/ so wol der andern entlegenen Land Jndien vnd Persien/ vnd was darinnen wunderbares von Antiquitäten/ vnbekandten Erdtgewächsen vnd seltzsamen Thieren zu finden. Endtlich von gemelter Ort vnd Landen jetziger Einwohner/ Türcken vnd Araber/ So auch ander Nationen/ die sich Christen rühmen/ vnd in den Orientalischen Landen/ insonderheit aber zu Jerusalem sich wesentlich verhalten/ Religion/ Ceremonien in Glaubens Sachen/ vnderschiedlichen Secten in Gottesdienst/ sampt derselben auß Gottes Wort gründtlicher Widerlegung: Sowol ihrem Weltlichen Recht vnd Policey Ordnung/ Kriegsregiment/ Sitten vnd Gebräuchen ; Menniglich/ was Stands vnd Würden der sey/ zu besserm der H. Schrifft verständtnüß/ alter Historien Erleuterung/ auch zu betrachtung deß wunderbarlichen Glücks vnd Vnglücks wechsel vnd Vnbeständigkeit/ vnd denn der kräfftigen Hülffe Gottes in nöthen/ zu lesen so wol nützlich als lieblich: Denen aber so künfftig dergleichen zuversuchen gesinnet/ zu wissen nötig"
34,Z168352808,http://data.onb.ac.at/ABO/+Z168352808,AC14465876,1620,TravelogueD17 Asien Nordamerika Südamerika,Oost ende West-Indische spiegel; 1619; http://viaf.org/viaf/183879403,<<Die>> Siebenzehende Schiffart. Das ist: Eigentliche vnnd warhaftige beschreibung/ der wunderbahre[n] Reiß vnd Schiffart/ so durch Herr Giorgio von Spilbergern glücklichen volbracht; Beneben Erzehlung/ was für Landschafften/ Jnsuln Völcker vnd Nationen allda gefunden/ vnd sich sonsten auff der Reiß denckwürdiges zugetragen. Mit schönen Charten vnd Kupfferstücken erklärt vnd für Augen gestelt
34,Z163301008,http://data.onb.ac.at/ABO/+Z163301008,AC09625867,1603,TravelogueD17 Nordamerika,Brevis Narratio Eorum Quae In Florida Americae Provincia Gallis acciderunt,"Der ander Theil/ der Newlich erfundenen Landschafft Americæ; Von dreyen Schiffahrten/ so die Frantzosen in Floridam (die gegen Nidergang gelegen) gethan. Eine vnter dem Hauptman[n] H. Laudonniere,  Anno 1564. Die ander vnter H. Ribald 1565. Die dritte/ vnter H. Guerguesio 1567. geschehen. Mit Beschreibung vnd lebendiger Contrafactur/ dieser Prouintze/ Gestalt/ Sitten vnd Gebräuch der Wilden/ Durch Jacob Le Moyne/ sonst Morges genannt/ der alles selbst gesehen/ vnd deßhalben fürnemlich in diese Landtschafft verschickt worden. Auß dem Frantzösischen in Latein beschrieben/ durch C. C. A. Vnd jetzt auß dem Latein in Teutsch bracht/ durch den Ehrwirdigen H. Oseam Halen. Auch mit schönen vnd Kunstreichen Kupfferstücken/ vnd deren angehenckten Erklärung/ ietzunder zum andern man an Tag gegeben/ durch Dieterich de Bry/ Bürger in Franckfort am Mayn"
34,Z95512104,http://data.onb.ac.at/ABO/+Z95512104,AC07061072,1617,TravelogueD17 Nordamerika,,"America, Das ist/ Erfindung und Offenbahrung der Newen Welt/ deroselbigen Völcker Gestalt/ Sitten/ Gebräuch/ Policey und Gottesdienst/; in dreyßig vornemste Schifffahrten kürtzlich vnnd ordentlich zusammen gefasset/ vnd mit seinen Marginalien vnnd Register erkläret: Durch M. Philippum Ziglerum von Würtzburg/ E.C. Vnd Vber die vorigen mit vielen Newen vnnd nohtwendigen Landtaffeln und Kupfferstücken/ auffs schönste gezieret/ vnd in Truck gegeben Von Iohan-Theodoro De Bry, Buchhändlern vnnd Bürgern zu Oppenheim"
34,Z163301501,http://data.onb.ac.at/ABO/+Z163301501,AC09625879,1624,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,"Achter Theil Americæ, Darinnen Erstlich beschrieben wird das Mächtige vnd Goldtreiche Königreich Guiana zu Norden deß grossen Flusses Orenoke; Entdecket vnd beschrieben durch Herrn Walther Rhaleg/ Rittern/ vnd Hauptmann Königlicher Mayestät in Engelland Leibsquardi. Zum andern/ Eine Reyse Herrn Thomas Candisch/ Admirals/ welcher im Jahr 1586. das Meer bey 13000. Englischer Meylen besegelt/ und anno 1588. wieder zu Haus angelangt. Vnd dann drey sonderbare Reysen Herrn Frantzen Drakens/ Ritters/ so er in Jahren 1577. 1585. vnd 1595. vollbracht vnd was seine verrichtungen gewest. Auß dem Holländischen ins Hochteutsch vbersetzt/ vnd mit einer schönen LandTafel Guianæ so bald im anfang deß Wercks zu sehen auch andern viel künstlichen Kupfferstücken gezieret. Durch Joh. Theod. De Bry. Von Newem vbersehen in ein richtiger Ordnung gebracht/ vnd zum andernmahl vffgelegt/ auch mit vielen Kupfferstücken vber vorige vermehret"
34,Z168352304,http://data.onb.ac.at/ABO/+Z168352304,AC13796079,1627,TravelogueD17 Arktis Asien Europa Nordamerika Ozeanien,Beschryvinghe vander Samoyeden landt in Tatarien,Zwölffte Schiffahrt Oder Kurtze Beschreibung der Newen Schiffahrt gegen NordOsten/ vber die Amerische Jnseln in Chinam vnd Japponiam/ von einem Engelländer Heinrich Hudson newlich erfunden/; Beneben einem Discurß an J. Kön. Maj. in Spanien/ wegen deß fünfften Theils der Welt/ Terra Australis incognita genand/ Auch kurtze Beschreibung der Länder der Samojeden und der Tingoesen in der Tartarey gelegen; Jn Hochteutscher Sprach beschrieben durch M. Gothardum Arthusen von Dantzig
34,Z16835510X,http://data.onb.ac.at/ABO/+Z16835510X,AC05861671,1614,TravelogueD17 Arktis Asien Europa Nordamerika Ozeanien,Beschryvinghe vander Samoyeden landt in Tatarien,Zwölffte Schiffahrt Oder Kurtze Beschreibung der Newen Schiffahrt gegen NordOsten/ vber die Amerische Jnseln in Chinam vnd Japponiam/ von einem Engellender Heinrich Hudson newlich erfunden/ Beneben einen Discurß an Jhr Kön. Maj. in Spanien/ wegen deß fünfften Theils der Welt/ Terra Australis incognita genandt/ Auch kurtze Beschreibung der Länder der Samojeden vnd Tingoesen in der Tartarey gelegen/ Jn Hochteutscher Sprach beschrieben durch M. Gothardum Arthusen von Dantzig
34,Z168353102,http://data.onb.ac.at/ABO/+Z168353102,AC14470845,1629,TravelogueD17 Südamerika Nordamerika,,"<<Die>> ein vnd zwantzigste Schifffahrt/ Oder Gründliche/ vnd vmbständliche fernere Beschreibung der vollkomnesten Landtschafft Brasilien/ Americæ, vnd deroselben Jnnwohner vnd Sitten/ mit sampt einem angehenckten Verlauff/ wie ein Engellendischer Capiteyn/ Parcket genant/ S. Vincentem, vnd den Portum Bellum erobert; Jtem: Was Gestalt/ der schöne Portus vnd Hafe Totos los Sanctos, sampt der Statt Salvator in Anno 1624. von den Holländern gewunnen/ vnd hernach wider verlassen worden. Jtem: Ein Vollkömlicher Discurs, wie die Spanische Silber=Flotta in der Jnsul Cuba, in der Baia Matanca in Anno 1628. von den Mannschafften Peter Peters Heyn/ vnd Admiral Henrich Cornelius Loncq erobert vnd glücklich  in Hollandt eingebracht worden"
34,Z168352900,http://data.onb.ac.at/ABO/+Z168352900,AC14465945,1623,TravelogueD17 Südamerika Nordamerika Asien Ozeanien,Descripción de las Indias occidentales; 1601,"Achtzehender Theil der Newen Welt/ Das ist: Gründliche volkommene Entdeckung aller der WestJndianischen Landschafften/ Jnsuln und Königreichen/ Secusten/ fliessenden vnd stehenden Wassern/ Port vnd Anlendungen/ Gebürgen/ Grentzen/ vnd Außtheilung der Provincien/ sampt eygentlicher Beschreibung der Stätte/ Flecken vnd Dörffer/ Herrschafft vnd Regierung/ Bistummen/ Stifft vnd Clöster/ wie starck dieselben an Jnwohnern/ wie reich an Einkommen/ was jedes Orts Gewerb/ Handthierung vnd Bequemlichkeiten/ Fruchtbarkeit vnd Nutzung/ alles nach jetziger Gestalt vnd Beschaffenheit von newem entdecket vnd beschrieben/; Durch Antonium de Herrera , Königliche[m] bestellten Historienschreiber der Reiche Castilien vnd Jndien/ Auß der Hispanischen Sprach in die Teutsche vbergesetzet  Jtem Gewisse Anzeig derjenigen/ so durch die gefährliche Enge der Magellanischen Strassen oder Sundts hindurch passirt/ vnd den ErdtKreiß rings vmbfahren haben. Alles mit schönen Landtaffeln vnd Kupfferstücken vor Augen gestellt zu volkommener Erklärung der obbesagten Materien"
34,Z163301100,http://data.onb.ac.at/ABO/+Z163301100,AC09625865,1623,TravelogueD17 Nordamerika,<<A>> brief and true report of the new found land of Virginia; 1588,Wunderbarliche/ doch warhafftige Erklärung/ von der Gelegenheit vnd Sitten der Wilden in Virginia/ welche newlich von den Engelländern/ so im Jahr 1585. vom Herrn Reichard Greinuile/ einem von der Ritterschafft/ in gemeldte Landschafft/ die zu bewohnen/ geführet waren/ ist erfunden worden/ Jn Vorlegung H. Walter Ralegh/ Ritter vnd Obersten deß Zunnbergwercks/ auß Vergünstigung der Durchleuchtigsten vnd Vnvberwindlichsten/ Elisabeth/ Königin in Engelland/ etc.; Erstlich in Engelländischer Spraach beschrieben durch Thomam Hariot/ vnd newlich durch Christ. P. in Teutsch gebracht. Jetzt widerumb versehen/ vnd zum drittenmal in Truck gegeben
34,Z166658906,http://data.onb.ac.at/ABO/+Z166658906,AC07795683,1613,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,Neue Reysbeschreibung eines Gefangenen Christen,Neue Reysbeschreibung eines Gefangenen Christen/; Wie derselbe neben anderer Gefährligkeit zum sibenden mal verkaufft worden/ welche sich Anno 1604. angefangen/ vnd 1611. jhr end genommen/ darinnen außführlich zu finden/ die Stätt/ Länder vnd Königreich/ sampt deroselben Völcker/ Sitten vnd Gebräuch/ so vil er in werender Reys gesehen vnd erfahren. Jnsonderheit von der Türcken vnd Araber Järlichen Walfahrt von Alcairo nach Mecha/ jhren Opffern vnd Ceremonien daselbsten: Von deß Mahomets Begräbnuß zu Media Talnabi: Von dem roten Meer vnd einer drey vierteljährigen gefährlichen Schiffart nach Gemen ins Abyssiner Land: Vom Berg Synai/ vnd anderer gelegenheit/ etc. Jtem von der Statt Jerusalem/ deß H. Grabs/ deß Tempels Salomonis/ vnd der Statt Damasco/ Cypern/ Rhodis/ Wie auch der grosen Statt Alcairo/ vnd dem Fluß Nilo/ sampt der Egypter Gebräuch vnd Sitten. Deßgleichen von der Statt Constantinopel : deß Türckischen Käysers Hofhaltung: der Türcken Leben vnd Wandel. Endlich wie er durch Poln wider inn Teutschland kommen: Sampt einer Landtafel/ darinnen seine vornehmste Reysen Jn IIII. vnterschiedlichen Büchern begriffen; Auffs fleisigst eigner Person Beschrieben und außgestanden Durch Johann Wilden/ Burgern inn Nürnberg. Mit einer Vorrede Salomon Schweiggers/ Predigers  zu vnser Frauen daselbsten
35,Z59497900,http://data.onb.ac.at/ABO/+Z59497900,AC04510780,1699,TravelogueD17 Europa,,"Außführliche Relation, Von den Vermählungs=Ceremonien/ der Allerdurchleuchtigsten Römischen Königin zu Modena, und dessen/ was auf Dero Reise biß Roveredo vorgangen"
35,Z163301409,http://data.onb.ac.at/ABO/+Z163301409,AC09623298,1619,TravelogueD17 Südamerika,<<La>> historia del Mondo Nuovo; (DE-588)4675237-7,Das sechste Theil Americæ oder Der Historien Hieron. Benzo von Meylandt/ Das dritte Buch : Darinnen erzehlet wirt/ wie die Spanier die Goldreiche Landschafften deß Peruanischen Königreichs eingenommen/ den König Atabalibam gefangen und getödet. Auch wie sie endlich sich selbst vntereinander auffgerieben haben. Sampt einem kurzen und angehengten Tractätlein von den glückhafftigen Jnseln. Mit nützlichen vnd nohtwendigen Erklärungen auff ein jedes Capitel gemehret. Auch einer Landtaffel deß Peruanischen Königreichs. Alles mit schönen Kupfferstichen vorgebildet vnd an Tag geben Durch Dieterich von Bry/ Kunststecher vnd Bürger zu Franckfurt
35,Z174822107,http://data.onb.ac.at/ABO/+Z174822107,AC10240995,1665,TravelogueD17 Europa,,"Außführliche Relation vnd Beschreibung/ Wie die Röm: Kayserliche Mayestät den 27. Septemb. von Saltzburg auffgebrochen/ Jhre Raise nacher Ynßbrugg fortgesetzet, vnd den 2. Octobris daselbst glücklich angelanget/ auch was darbey ferner denckwürdiges passiret"
35,Z166448602,http://data.onb.ac.at/ABO/+Z166448602,AC09701368,1620,TravelogueD17 Europa,,Bericht vnnd Discurs: Vber der Kön: Mayst: in Franckreich glückliche Raiß vnnd verrichtung inn Bearne. Auß dem Frantzösischen/ so zu Pariß vnd Lion gedruckt worden/ verteutscht
35,Z59498205,http://data.onb.ac.at/ABO/+Z59498205,AC04510883,1699,TravelogueD17 Europa,,"Weiterer Verfolg Dessen Was sich bey Einholung Ihrer Majestät der Römisch-Königlichen Braut vom 17. Januar. biß auf den 12. Februarii, 1699. nehmlich von Roveredo auß biß nacher Lintz begeben"
35,Z175322805,http://data.onb.ac.at/ABO/+Z175322805,AC09843860,1660,TravelogueD17 Europa,"Relation la plus fidèle et ponctuelle de la réception de M. le maréchal duc de Grammont, ambassadeur extraordinaire pour le mariage du roi à la cour d'Espagne, écrite à Madrid par un gentilhomme de sa suite, et envoyée à un sien ami en France, le 21 octob. 1659","Wahrhafftige Erzehlung Der Reisz/ Prächtigen Einzugs/ vnd Herrlicher Empfahung/ Deß Herrn Mareschal, Hertzogen von Grammont, zu Madrit/ Von Madrid/ den 22. Octobris 1659.; Auß dem zu Thoulouse gedruckten Exemplar in unsere Teutsche Sprach übersetzet/ Sambt einem Sendbrieff/ Eines vornehmen Herrn/ am Königlichen Hoff allda/ An einen Frantzösischen Bedienten an den Teutschen Gräntzen"
35,Z155523902,http://data.onb.ac.at/ABO/+Z155523902,AC09832639,1600,TravelogueD17 Europa Afrika,,"Itinerarium, Das ist: Historische Beschreibung/ weylund Herrn Georgen von Ehingen raisens nach der Rittschafft/ vor 150. Jaren/ in X. vnderschidliche Königreich verbracht; Auch eines Kampfs von jme bey der Statt Sept in Aphrica gehalten. Neben beygefügten Contrafacturn/ deren Potentaten vnd Könige/ an welcher Höfs obgedachter Ritter sich begeben/ der Königliche personen bedient vnd besucht/ auch nach jrer Tracht vnd Gestalt aigentlich abmalen lassen. Auß deß Wolgebornen Herrn/ Herrn Reimund Fuggern/ Herrn zu Kirchberg vnd Weissenhorn/ etc. Museo Colligirt/ vnd von Dominico Custode Burgern zu Augspurg/ in Kupffer gestochen/ vnd in Truck verfertiget"
35,Z174836908,http://data.onb.ac.at/ABO/+Z174836908,AC10240949,1665,TravelogueD17 Europa; TravelogueD17 Orient,,"Relation Oder Außführlicher Bericht/ Wie die Kays. nach Constantinopel abgefertigte grosse Bottschafft zu Comorn angelanget/ auch wie die herauff beschehene Abwechßlung mit der Türckischen grossen Bottschafft erfolgt; Sambt Einer Specification, was Dito Türckische Bottschafft von Jhro Kays. Mayest. Vnserm Allergnädigisten Herrn zu Täglicher Vnderhaltung gefordert vnd begehrt habe"
35,Z157588201,http://data.onb.ac.at/ABO/+Z157588201,AC09797616,1644,TravelogueD17 Europa; TravelogueD17 Orient,,Extract Auß dem an Jr Röm: Kay: auch zu Hungarn vnd Böheimb Khöniglicher Mayest. K. Von dero an die Ottomanischen Port abgesandten Bottschaffter / Jhr Excellens Herrn Herman Grafen von Schernin/ etc. gegebenen Schreiben; Darinn Hochgedachter Jhr Excell: abraisen von den Vngarischen/ vnd Ankunfft an die Türckischen Gräntzen. Vnd förderst Der Verlauff derer ansehnlichen Einbegleitung/ vnd gehabten Audiens zu Ofen. Wie auch Drittens Etzliche den in Vngarn Rebellischen Ragozi betreffente Avisen außführlich referirt werden
35,Z156935501,http://data.onb.ac.at/ABO/+Z156935501,AC09841812,1668,,"<<The>> isle of pines, or a late discovery of a fourth island in Terra Australis Incognita; (DE-588)4692406-1",Erfindung Der Inßlen De Pines; So Eine von den vier unerkanten Inßlen/ gegen Mittag oder Sud gelegen. Auß dem Englischen/ Niderländischen und Frantzösischen in das Teutsche übersetzt
35,Z62785705,http://data.onb.ac.at/ABO/+Z62785705,AC05906012,1617,TravelogueD17 Europa,,"Vera Descriptio Visitationis quorundam Magnatum, Principum, Das ist: Warhafftige vnd Eygentliche Beschreibung von der Heimsuchung oder Räiß etlicher hoher Magnaten vnnd Potentaten/ als Jhr Keys. May. vnd Königl. W. sampt Ertzhertzogen Maximiliani/ mit den zugehörigen vornembsten Geheymen Räthen vnd hohen Officirn/ so sie den 31. Jul. von Prag auß nach Dreßden zu jhrer Churf Gn. von Sachsen nechst Gott zu verrichten vorgenommen vnd angefangen; Auch wie ihr Keys. May. den 1. Augusi [!] zu Labassitz angelangt/ vnd Nachtläger allda gehalten/ deßgleichen wie jhr Mayest. von jhr Churf. Gn. von Sachsen auff dem Wasser ist empfangen worden/ vnnd was sich ferners bey denselbigen von allerhand lustigen vnd kurtzweiligen dingen begeben vnd zugetragen/ welches billich ein jeder zu wissen begeren solte/ vnd man es kürtzlich hierinn beschrieben findet"
35,Z185144204,http://data.onb.ac.at/ABO/+Z185144204,AC11093472,1600,TravelogueD17 Asien,Itinerario; (DE-588)4666486-5,Vierder Theil der Orientalischen Jndien/ Jn welchem erstlich gehandelt wirdt/ von allerley Thieren/ Früchten/ Obs/ vn[d] Bäumen/ Jtem von allerhand Würtz/ Specereyen vnd Materialen/ Auch von Perlen vnd allerley Edelgesteinen/ so in gemeldten Jndien gefunden werden/ wo vnd wie sie wachsen/ Auch wie sie daselbst geschätzet/ gekaufft/ vnd genannt werden/; Zum andern/ die letzte Reise der Holländer in die Ost=Jndien/ welche außgefahren im Frühling deß 1598. Jahrs. vnd mit 4. Schiffen wiederumb glücklich anheim gelanget/ im Monat Julio deß 1599. Jahrs/ Auß Niederländischer Sprach in die Hochteutsche versetzet durch M.G.A.V.D. Alles mit schönen Kupfferstücken gezieret vnd an Tag geben durch Johan Dieterich vnd Johan Jsrael de Bry/ Gebrüder/ zu Franckfurt am Mayn
35,Z178386004,http://data.onb.ac.at/ABO/+Z178386004,AC10225520,1611,TravelogueD17 Ozeanien,Relacion de un memorial,Relation Herrn Petri Fernandes de Quir/ Spanischen Hauptmans etc. So er König May. in Spanien etc. Von dem new erfundnem vierten theil der Welt (so bißher in Mappis oder Landafflen Terra Australis incognita genannt) vnd desselben Länder/ Reichthumb vnd Fruchtbarkeit etc. vbergeben; Jn Spanischer Sprach zu Pampelona mit deß Königlichen Raths erlaubnuß getruckt/ jetzo aber meniglich zu gutem ins Teutsch gebracht
35,Z180307607,http://data.onb.ac.at/ABO/+Z180307607,AC10082453,1668,TravelogueD17 Europa Asien; TravelogueD17 Orient,,"Copey/ Zweyer Schreiben; Von (Titul) Herrn Lelio De Luca, Der Röm. Kays. Mayest. Rath/ Ober=Einnemmern vnnd Forstmeistern zu St. Veit in Kärndten/ der Teutschen Nation Consul, an der Ottomanischen Porta auß Adrianopel/ An (Titul) Die Herrn Directorn Der Orientalischen Compagnie nacher Wienn abgangen ; Datum den 10. Januarij vnd 3. Februarij/ Anno 1668"
36,Z168351609,http://data.onb.ac.at/ABO/+Z168351609,AC05861732,1626,TravelogueD17 Europa Afrika Südamerika Nordamerika Asien Ozeanien,"Kurtze, Warhafftige Relation und beschreibung der Wunderbarsten vier Schiffarten, so jemals verricht worden","Sechster Theil/ Kurtze/ Warhafftige Relation vnnd Beschreibung der Wunderbarsten vier Schiffarten/ so jemals verricht worden; Als nemlich: Ferdinandi Magellani Portugalesers/ mit Sebastiano Cano. Francisci Draconis Engeländers. Thomæ Candisch Engeländers. Oliuarij von Noort, Niderländers. So alle vier vmb den gantzen Erdtkreiß gesegelt/; auß vnterschiedlichen Authoribus vnd Sprachen zusamen getragen/ vnd mit nöthigen LandtCharten/ feinen Figurn vnd mützlichen Erklärungen gezieret/ vnd verfertiget. Durch Levinum Hulsium"
36,Z168351403,http://data.onb.ac.at/ABO/+Z168351403,AC13779145,1612,TravelogueD17 Südamerika,Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,Vierdte Schiffart. Warhafftige Historien. Einer Wunderbaren Schiffart/ welche Vlrich Schmidel von Straubing/ von Anno 1534. biß Anno 1554. in Americam oder Neuwewelt/ bey Brasilia vnd Rio delle Plate gethan; Was er in diesen Neuntzehen Jahren außgestanden/ vn[d] was für seltzame Wunderbare Länder vnd Leut er gesehen:; durch ermelten Schmidel selbst beschrieben/ An jetzt aber an Tag geben mit Verbesserung vnd Corrigierung der Stätt/ Läner vnd Flüß Namen/ deßgleichen mit einer nothwendigen Landtaffel / Figuren/ vnd anderer mehr Erklerung/ gezieret. Durch Levinvm Hvlsivm
36,Z168351506,http://data.onb.ac.at/ABO/+Z168351506,AC13779622,1663,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,"<<Die>> Fünffte Kurtze Wunderbare Beschreibung/ Deß Goldreichen Königreichs Guianæ in America oder neuen Welt/ vnter der linea Æquinoctiali gelegen:; So neulich Anno 1594. 1595. vnd 1596. von dem Wolgebornen Herrn/ Herrn Walthero Ralegh einem Engelischen Ritter/ besucht worden:; Erstlich auß Befehl seiner Gnaden in zweyen Büchlein beschrieben/ daran Jodocus Hondius, eine schöne Land=Tafel/ mit einer Niderländischen erklärung gemacht. Jetzt aber ins Hochteutsch gebracht/ vnd auß vnterschiedlichen Authoribus erkläret"
36,Z168354003,http://data.onb.ac.at/ABO/+Z168354003,AC09974249,1602,TravelogueD17 Arktis Europa Nordamerika,"Waerachtighe beschryvinghe van drie seylagien, ter werelt noyt soo vreemt ghehoort; (DE-588)7758978-6","Dritte Theil/ vnd warhafftige Relation Der dreyen newen vnerhörten/ seltzamen Schiffart/ so die Holländischen vnnd Seeländischen Schiff gegen Mitternacht/ drey jar nacheinander/ als Anno 1594. 1595. vnd 1596. verricht; Wie sie das Nordvvegen, Lappiam, Biarmiam, vnd Russiam oder Moscoviam (vorhabens in Königreich Cathay vnd China zu kommen) vmbgesegelt haben. Auch wie sie das Fretum Nassovie, Waygats, Novam Semblam vnd das Landt vnter dem 80. Gradu latitud, so man vermeint das Grönland sey/ gefunden: Vnd was für gefahr der erschröcklichen Bärn/ Meerwunder/ vnd dem Eyß/ sie außgestanden; Auß der Niderländischen Sprach ins Hochteutsch gebracht/ Durch Levinum Hulsium"
36,Z168354404,http://data.onb.ac.at/ABO/+Z168354404,AC09705661,1603,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,<<Die>> Fünffte Kurtze Wunderbare Beschreibung/ Deß Goldreichen Königsreichs Guianæ in America oder neuen Welt/ vnter der linea Æquinoctiali gelegen:; So neulich Anno 1594. 1595 vnd 1596 von dem Wolgebornen Herrn/ Herrn Walthero Ralegh einem Engelischen Ritter/ besucht worden; Erstlich auß befehl seiner Gnaden in zweyen Büchlein beschrieben/ daraus Jodocus Hondius/ ein schöne Land Tafel/ mit einer Niderländischen erklärung gemacht. Jetzt aber ins Hochteutsch gebracht/ vnd auß vnterschiedlichen Authoribus erkläret
36,Z168351105,http://data.onb.ac.at/ABO/+Z168351105,AC09974252,1625,TravelogueD17 Asien,Verhael vande Reyse by de Hollandtsche Schepen gedaen naer Oost Indien,Erste Schiffart JN die Orientalische Jndien/ So die Holländische Schiff/ im Martio 1595. außgefahren/ vnd im Augusto 1597. wiederkommen/ verricht; Darinn kürtzlich/ doch warhafftiglich der gantze Success der Reyse erzehlet wird; Mit etlichen nöthigen Erklärung/ Carten und Figuren gezieret / Durch Levinvm Hvlsivm
36,Z45456903,http://data.onb.ac.at/ABO/+Z45456903,AC03424711,1664,TravelogueD17 Europa,Breviarium Itineris Italiae,Breviarium Jtineris  Jtaliæ  oder kurtzverfaster Jtaliänischer Wegweiser; Darinnen Gleich als auf einen Schauplatz/ vornemlich der Weg von Meilen zu Meilen/ wie auch die vornehmsten Städte/ Palatia/ Antiquitäten/ Kunst=Stücke/ Zeughäuser/ Rüstungen und andere denck= und merckwürdige Sachen repræsentiret werden. So wol für diejenigen so allbereit dieser Orten gewesen/ als/ die noch dahin zu reisen/ gedencken/ nöthig/ nützlich und lustig zu lesen; Durch Christoph Eißlingen/ von Nördlingen
36,Z168354301,http://data.onb.ac.at/ABO/+Z168354301,AC09705781,1601,TravelogueD17 Südamerika,Discoverie of Guiana; (DE-588)4489710-8,"Kurtze Wunderbare Beschreibung/ Deß Goldreichen Königreichs Guianæ in America oder newen Welt/ vnder der Linea Æquinoctiali gelegen:; So neulich Anno 1594. 1595. vnd 1596 von dem Wolgebornen Herrn/ Herrn Walthero Ralegh einem Englischen Ritter/ besucht worden:; Erstlich aus befehl seiner Gnaden in zweyen Büchlein beschrieben/ daraus Iodocus Hondius, ein schöne LandTaffel/ mit einer Niderländischen erklärung gemacht. Jetzt aber ins Hochteutsch gebracht/ vnd auß vnterschiedlichen Authoribus erkläret"
36,Z168354209,http://data.onb.ac.at/ABO/+Z168354209,AC09974255,1602,TravelogueD17 Südamerika,Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,"Vierte Schiffart. Warhafftige Historien. Einer Wunderbaren Schiffart/ welche Vlrich Schmidel von Straubing/ von Anno 1534. biß Anno 1554, in Americam oder Neuwewelt/ bey Brasilia vnd Rio della Plata gethan; Was er in diesen Neuntzehen Jahren außgestanden/ vn[d] was er für seltzame Wunderbare Länder vnd Leut er gesehen:; durch ermelten Schmidel selbst beschrieben/ An jetzt aber an Tag geben mit Verbesserung vnd Corrigierung der Stätt/ Lä nder [!]  vnd Flüß Namen/ deßgleichen mit einer nothwendigen Landtaffel/ Figuren/ vnd anderer mehr Erklerung/ gezieret/ Durch Levinvm Hvlsivm"
36,Z163301306,http://data.onb.ac.at/ABO/+Z163301306,AC09625311,1624,TravelogueD17 Südamerika,Wahrhafftige Historien einer wunderbaren Schiffart; (DE-588)4247028-6,Das VII. Theil America Warhafftige vnd liebliche Beschreibung/ etlicher fürnemmen Jndianischen Landschafften und Jnsulen/ die vormals in keiner Chronicken gedacht/ vnd erstlich in der Schiffahrt Vlrici Schmidts von Straubingen/ mit großer Gefahr erkündigt/ vnd von ihm selber auff das fleissigste beschrieben vnd dargethan; Vnd an den Tag gebracht durch Dieterich von Bry
