Spalte1,Systemnummer,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Druckort normiert ; GND-ID,Verlagsort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr normiert,Kollation,Illustrationen,Format,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Spalte2,Inhalt,Enthaltenen Werke,Schlagworte,Marker,Signatur,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Kollation2,4,Barcode,Spalte3,Spalte4,Spalte5
117,AC09716233,990028692610603338,http://data.onb.ac.at/ABO/%2BZ20322520X;http://data.onb.ac.at/ABO/%2BZ203225107,"Birken, Sigmund <<von>>; (DE-588)118511270",HochFürstlicher Brandenburgischer Ulysses,,Hochfürstl. Brandenburgischer Ulysses:; oder Verlauf der Länder Reise/ welche Der Durchleuchtigste Fürst und Herr/ Herr Christian Ernst Marggraf zu Brandenburg/ zu Magdeburg/ in Preußen/ zu Stettin/ Pommern/ der Cassuben und Wenden/ auch in Schlesien/ zu Crossen und Jägerndorf Herzog/ Burggraf zu Nürnberg/ Fürst zu Halberstadt/ Minden und Cammin/ durch Teutschland/ Frankreich/ Jtalien und die Niederlande höchstlöbl. verrichtet:; Aus denen Reis-Diariis zusammengetragen und beschrieben/ durch Sigmund von Birken C. Com. Pal.,,zum zweytenmal Gedruckt,in Bayreuth,Bayreuth; (DE-588)4005056-7,Bayreuth; (DE-588)4005056-7,durch Joh. Gebhard,"Gebhard, Johann; (DE-588)103751615X",,1676,1676,"92 ungezählte Seiten, 590, 94 Seiten, 47 ungezählte Seiten, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,12°,ger; lat,,,VD17 39:130573Q,,,,,,"Troschel, Peter; (DE-588)129073601",,,Biografie; Reisebericht,,,,Bildungsreise; Christian Ernst; Deutschland; Italien; Frankreich; Geschichte 1659-1661; Niederlande; Reiseliteratur,TravelogueD17 Europa,MF 1013 MIK,Die Illustrationen sind ein illustrierender Kupfertitel als Frontispiz (gestochen von P. Troschel) und 1 Kupferstich-Porträt von Christian Ernst von Brandenburg ," Bibliografischer Nachweis: VD17 39:130573Q ; Bibliografie Reiseliteratur Eutin ; Tresoldi, 32 "," Blatt ):(1b-):():(10b: Widmungsvorrede des Verfassers Sigmund von Birken an Christian Ernst von Brandenburg. - De Principatus Bene Regendi Artibus Oratio, Habita In Academia Argentoratensi XXI. Apr. An. MDCLIX / Christiani Ernesti Marchionis Brandenburg. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt mit Privileg: Mit Sr. Churf. Durchl. zu Sachsen sonderbare[n] Privilegio. zum zweytenmal Gedruckt in Bayreuth/ durch Joh. Gebhard/ An. 1676. "," Signaturformel: ):(12, ):():(12, )(12, )( )(12, A-Z12, Aa12, Bb8",,Z20322520X;Z203225107,,,
118,AC09720747,990028738430603338,http://data.onb.ac.at/ABO/%2BZ221151005,"Blount, Henry; (DE-588)125842996",<<A>> Voyage into the Levant; 1634,,<<Des Edlen Herrn Henrich Blunt/ Englischen Herrn und Ritters>> Morgenländische Reise/ Durch Dalmatien/ Sklavonien/ Thrazien und Egypten/ etc. in welcher die grundfeste Des Türkischen Staats/ genausichtig untersuchet wird/ Erstlich von ihm in Englisch verzeichnet/ Nun aber in die reine Hoch=Teutsche Sprache übersetzt von G. C. S. A. T. Nebst einem Bedenken über diese Betrachtungen/ worinnen zugleich die Ursachen des itzigen fals dieses mächtigen Reichs gesucht werden,,,in Helmstädt,,Helmstedt; (DE-588)4024344-8,Verlegts Johann Nicolaus Gerlach/ Buchhändeler,"Gerlach, Johann Nikolaus; (DE-588)14018936X",,1687,1687,"8 ungezählte Seiten, 183 Seiten",,4°,ger,eng,Aus dem Englischen übersetzt,VD17 3:302537X,,,,,,,,"Fuchs, Paul <<von>>; (DE-588)118703404",Reisebericht,,,,Reise; Südosteuropa; Balkan; Ägypten; Osmanisches Reich; Geschichte 1634-1636; Orient,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,698671-B MAG,Kein illustrierender Inhalt. - Zierleisten und Holzschnitt-Initialen im Text ; Gedruckte Marginalien ," Bibliografischer Nachweis: VD17 3:302537X ; Stuck I, 153 ; Bibliografie Reiseliteratur Eutin ", Blatt )(1b-)(2b: Widmungsvorrede des Übersetzers an Paul von Fuchs. - Blatt )(3a-)(4b: Vorrede an die Leser. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Verlegts Johann Nicolaus Gerlach/ Buchhändeler in Helmstädt/ Anno 1687. ," Signaturformel: )(4, A-Z4",,Z221151005,,,
41,AC14472348,990054234560603338,http://data.onb.ac.at/ABO/%2BZ168353400,"Bontekoe, Willem Ysbrandsz.; (DE-588)119524236","Journael, of Gedenckwaerdige beschrijvinghe van de Ost-Indische Reyse van Willem Ysbrantz Bontekoe van Hoorn; 1646",Schiffart; 24,<<Die>> Vier vnd Zwantzigste Schiffahrt/ Jn welcher mit wahren Vmbständen beschrieben wird/ Erstlich Die denckwürdige Reyse nach OstJndien/ S. Wilhelm Jßbrands Bontekuhe von Horn: Vorgenommen den 28. Decemb. 1618. vnd vollbracht den 16. Novemb. 1625.; Demnach: Eine andere Reyse durch den Commandeur Türck Alberts Raven/ nach Spitzbergen im Jahr 1639 verrichtet. Jn welchen vnterschiedlich viel merckwürdige Händel vnd Fälle gründlich erzehlet werden. Beneben darzu nothwenidgen Kupfferstücken. Verlegt vnd zum Druck befördert/ durch Christophel le Blon,,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Philippo Fivet;Verlegt vnd zum Druck befördert/ durch Christophel le Blon,"Le Blon, Christoph; (DE-588)129782793","Fievet, Philipp",1648,1648,"12 ungezählte Seiten, 81 Seiten, 1 ungezähltes Blatt Bildtafel, 9 ungezählte gefaltete Blätter Bildtafeln",11 Illustrationen,4°,ger,dut,Aus dem Niederländischen übersetzt,VD17 23:685752D,,,,"Raven, Dirck Albertsz.; (DE-588)142384674",,,"Le Blon, Christoph; (DE-588)129782793","Neefe, Peter",Reisebericht,Zusammenstellung,Beschreibung der Reyse gethan von dem Commandeur Dirck Alberts Raven/ nach Spitzbergen/ in dem Jahr 1639. zu Dienst der L. Herren Bewinthabere/ der Grunlandischen Compagnie zu Horn. Jn welcher  erzehlet wird sein ellender Schiffbruch/ sein grosses Jammer auff dem Eyse/ vnd endlich auch seine fröliche Erlösung. Mit noch andern denckwürdigen Geschichten/ Alles werth zu lesen.,"Raven, Dirck Albertsz; Iournal ofte beschrijvinge vande reyse ghedaen by den commandeur Dirck Albertsz. Raven, nae Spitsberghen","Reise; Ostindien; Schiffsreise; Geschichte 1618-1625; Reise; Schifffahrt; Spitzbergen; Raven, Dirck Albertsz; Geschichte 1634-1639",TravelogueD17 Arktis Asien Europa,"568641-B.3,24 MAG","Die Illustrationen sind 1 illustrierendes Titelkupfer, 1 Kupferstich-Porträt des Verfassers als Frontispiz, 9 Kupferstichillustrationen. - Holzschnitt-Vignetten, Zierleisten und Holzschnitt-Initialen im Text ", Bibliografischer Nachweis: VD17 23:685752D. - Zusammenstellung von 2 Reiseberichten ," Blatt )(2a-)(5a: Widmungsvorrede des Herausgebers Christoph Le Blon an Peter Neefen, Datum Frankfurt am Main 1648. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Verlegt vnd zum Druck befördert/ durch Christophel le Blon. Gedruckt zu Franckfurt am Mayn/ bey Philippo Fivet/ Jm Jahr 1648. "," Signaturformel: ):(4, ):( ):(2, A-K4, L1",,Z168353400,,,
119,AC09729557,990028828740603338,http://data.onb.ac.at/ABO/%2BZ177173803,"Borri, Cristoforo; (DE-588)124771319","Relatione della nuova missione delli PP. della Compagnia di Giesù, al Regno della Cocincina",,"Relation. Von dem newen Königreich. Cocincina Deß Ehrwürdigen Patris Christophori Borri, der Societet Jesu. Auß dem Welsch- vnd Lateinischen verteutscht . Zu Ehren vnd newen Jahr Aller der Hochlöblichen Brüderschafft vnser Lieben Frawen Himmelfahrt/ in dem Profess Hauß der Societet Jesu zugethanen Frawen vnd Fräwlein",,,Gedruckt zu Wienn in Oesterreich,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,bey Michael Rickhes,"Rickhes, Michael; (DE-588)1037531299","Rickhes, Michael; (DE-588)1037531299",1633,1633,"2 ungezählte Seiten, 175 Seiten",,8°,ger,ita,Aus dem Italienischen übersetzt,VD17 12:643059X,,,,,,,,,Reisebericht,,,,Nam Bô; Mission; Nam Bô; Geschichte 1616-1622,TravelogueD17 Asien,MF 6321 MIK,Kein illustrierender Inhalt. - Holzschnitt-Zierleisten und Initialen ;  Holzschnitt-Vignette am Ende , Bibliografischer Nachweis: VD17 12:643059X , Vorlageform der Veröffentlichungsangabe: Gedruckt zu Wienn in Oesterreich/ bey Michael Rickhes/ wonhafft in der Newen Welt/ im Jahr/ 1633. ," Signaturformel: A-L8, M6",,Z177173803,,,
120,AC09729816,990028831380603338,http://data.onb.ac.at/ABO/%2BZ180059703,"Bos, Lambert <<van den>>; (DE-588)104105887","Leeven en daden der doorluchtighste zee-helden en ontdeckers van landen, deser eeuwen. Beginnende met Christoffel Colombus; 1676",,"Leben und Tapffere Thaten der aller=berühmtesten See=Helden/ Admiralen und Land=Erfinder unserer Zeiten/ angefangen mit Cristoforo Colombo Entdeckern der Neuen Welt/ und geendigt mit dem Welt=berühmten Admiral M. A. de Ruyter, Rittern/ etc.; Worinnen Viel seltsame Geschichten/ Ritterliche Verrichtungen/ klüglich=tapffere Anschläge/ und blutige See=Treffen/ aus beglaubten Schrifften und Originalien beurkundet/ und mit schönen Kupffer=Figuren beleuchtet/ zu finden sind:; Unlängst in Nider=Teutscher Sprache aufgesetzt/ durch V. D. B. Anjetzo aber in unsere Hoch=Teutsche reinlich überbracht/ Von Matthia Krämern/ Sprachmeistern. Samt einem Anhange/ Vieler Denckwürdigkeiten/ welche der Niderländische Author den Helden=Thaten Allmeyda/ Albuquerque/ und Acuniæ/ entweder ausgelassen/ oder nur kützlich/ beygtragen und erstattet/ Durch Erasmum Francisci",,,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,Jn Verlegung Christoph Endters Seel. Handlungs=Erben,Christoph Endter Erben; (DE-588)6146413-2,,1681,1681,"8 ungezählte Seiten, 1090 Seiten, 17 ungezählte Seiten, 4, 24 ungezählte Blätter Bildtafeln, 7 ungezählte gefaltete Blätter Bildtafeln",35 Illustrationen,4°,ger,dut,Aus dem Niederländischen übersetzt,VD17 39:121260V,,,"Kramer, Matthias; (DE-588)104268018","Francisci, Erasmus; (DE-588)118534629",,,,"Ruyter, Engel de",Biografie,,Anhang zu dem Leben und tapferen Thaten der allerberühmtesten Seehelden Admiralen und Land Erfinder unserer Zeiten etc.,,Admiral; Erfinder; Forschungsreisender,TravelogueD17 Nordamerika Südamerika,47.Nn.183 PRUNK,"Die Illustrationen umfassen einen illustrierenden Kupfertitel als Frontispiz, 9 gestochene Porträts, 25 Kupferstichillustrationen. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten, Zierleisten und Initialen im Text ; Gedruckte Marginalien ", Bibliografischer Nachweis: VD17 39:121260V  ; Sabin 6441 ; Bibliografie Reiseliteratur Eutin , Ungezählte Seite 3-6: Widmungsvorrede an Engel de Ruyter. - Blatt )()(: Vorbericht des Niderländischen Geschichtsschreibers an den günstigen Leser. -  Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Nürnberg/ Jn verlegung Christoph Endters Seel. Handlungs-Erben. Anno M DC LXXXI. ," Signaturformel: [3], )()(2, A-Z4, Aa-Zz4, Aaa-Zzz4, Aaaa-Zzzz4, Aaaaa-Zzzzz4, Aaaaaa-Yyyyy4, a4, b5",,Z180059703,,,
121,AC09732089,990028854630603338,http://data.onb.ac.at/ABO/%2BZ180648502,"Bourges, Jacques <<de>>; (DE-588)124772056","Rélation du voyage de Mgr. l’evêque de Beryte par la Turquie la Perse, les Indes … jusqu’au royaume de Siam",,"<<M. de Bourges>> Wahrhaffte und eigendliche Erzehlung von der Reise des Bischofs von Beryte/ Auß Franckreich zu Wasser und Lande nach China, Nemlich Auß Marsilien übers Mittel=Meer nach Algier und so ferner ruch Syrien/ Arabien/ Persien/ und unterschiedne Jndianische Landschafften/; Mit genauer Beschreibung der Städte und Plätze/ Gottesdienste und Sitten der Völcker/ sam[m]t derer zu dieser Reise nützlichen Kosten/ item von der Müntze/ so in selbigen Landen gangbar. Verteutscht durch T. R. C. S. C. S. Mit zugefügten Kupfferstücken gezieret",,,Leipzig,Leipzig; (DE-588)4035206-7,Leipzig; (DE-588)4035206-7,im Ritzschischen Buchladen,"Ritzsch, Timotheus; (DE-588)100844332","Ritzsch, Timotheus; (DE-588)100844332",1671,1671,"2 ungezählte Seiten, 182 Seiten",8 Illustrationen,4°,ger,fre,Aus dem Französischen übersetzt,VD17 39:149425K,,,,,,,,,Reisebericht,,,,"Asien; Reise; Geschichte 1660-1662 circa; Mission; La Motte, Pierre Lambert <<de>>; Siam; Mittelmeerraum; Naher Osten; Arabien",TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,79.Cc.400 PRUNK,Die Illustrationen sind 8 Kupferstichillustrationen. - Inititialen im Text , Bibliografischer Nachweis: VD17 39:149425K , Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Leipzig/ im Ritzschen Buchladen/ 1671. ," Signaturformel: [1], A-Z4 ; Blatt Z4 unbedruckt",,Z180648502,,,
36,AC14470363,990053230710603338,http://data.onb.ac.at/ABO/%2BZ256482103,"Braun, Samuel; (DE-588)119411105","Samuel Brun, des Wundartzet und Burgers  zu Basel, Schiffarten, Welche er in etliche newe Länder und Insuln, zu fünff underschiedlichen malen, mit Gottes hüllf gethan;;Fünff Schiffarthen Samuel Brauns Burgers und WundArzt zu Basel/ so er vor kurzen Jahren in unterschiedliche fremde Königreich und Landschafften glücklich gethan; 1624",Schiffart; 19,<<Die>> Neunzehende Schiffarth/ Jnhaltendt/ Fünff Schiffarthen Samuel Brauns Burgers vnd WundArtzt zu Basel/ so er vor kurtzen Jahren in vnterschiedliche frembde Königreich vnd Landschafften glücklich gethan/; Nemlich/ Jn Africam vnd dessen Provincien Congo/ Bansa Loanga/ Angola/ Guinea/ Morenland/ Bennin/ Amboisa/ vnd zu dem festen Castell Nassaw in More. Jtem gen Alexandriam in Syrien/ in Portugall/ Hispanien/ Jtalien/ wie auch vnterschiedliche Jnsulen/ Als da seynd die Canarien/ Medera/ Cales Males/ Malta/ Candia/ Cypern/ Sicilien/ Sardegna/ Corfu/ vnd andere mehr/ biß zu seiner Widerkunfft in Hollandt,,,Getruckt zu Franckfurt am Meyn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,in verlegung der Hulsischen;Bey Hartmanno Palthenio,Levinus Hulsius Erben; (DE-588)6146897-6,"Palthenius, Hartmann; (DE-588)1037516532",1626,1626,"105 Seiten, 3 ungezählte Seiten, 3, 14 ungezählte gefaltete Blätter","4 Illustrationen, 14 Karten",4°,ger,,,VD17 23:299809S,,,,"Gross, Johannes; (DE-588)128529415",,,,,Reisebericht,,,,Reise; Schiffsreise; Westafrika; Geschichte 1614-1616; Kanarische Inseln; Madeira; Reise; Schiffsreise; Westafrika; Geschichte 1617-1620; Reise; Schiffsreise; Mittelmeerraum; Syrien; Geschichte 1620-1621; Orient; Portugal; Spanien; Italien,TravelogueD17 Orient; TravelogueD17 Afrika Europa Asien,"568641-B.3,19 MAG","Die Illustrationen umfassen 1 illustrierenden Titelkupfer, 3 Kupferstich-Illustrationen und 14 Kupferstich-Karten "," Bibliografischer Nachweis: VD17 23:299809S. - Werktitel nach der ersten deutschen Ausgabe Basel, Genath, 1624. ", Seite 3-7: Versgedicht an den Leser von Johannes Groß in deutscher Sprache. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Getruckt zu Franckfurt am Meyn/ in verlegung der Hulsischen/ Bey Hartmanno Palthenio. Anno Christi Iesu M. DC. XXVI. ," Signaturformel: A-N4, O2",,Z256482103,,,
55,AC11093192,990044010920603338,http://data.onb.ac.at/ABO/%2BZ185143807,"Braun, Samuel; (DE-588)119411105","Samuel Brun, des Wundartzet und Burgers  zu Basel, Schiffarten, Welche er in etliche newe Länder und Insuln, zu fünff underschiedlichen malen, mit Gottes hüllf gethan; 1624","[India orientalis]; [1,2]",Anhang der Beschreibung deß Königreichs Congo; Jnnhaltend/ Fünff Schiffarten Samuel Brauns Burgers vnd Wundartzt zu Basel/ so er kurtz verwichener Jahren in vnderschiedliche weit entlegene frembde Königreich vnd Landschafften glücklich gethan/  Nemlich Jn Africam vnd dessen Provincien Congo/ Bansa Loanga/ Angola/ Guinea/ Morenland/ Bennin/ Amboisa/ vnd zu dem Festen Castell Nassaw in More. Jtem gen Alexandriam in Syrien/ in Portugal/ Hispanien/ Jtalien/ wie auch vnderschiedliche Jnsuln/ Als da sind die Canarien/ Medera/ Cales Males/ Malta/ Candia/ Cypern/ Sicilien/ Sardegna/ Corfu/ vnd ander mehr/ biß zu seiner wider Ankunfft in Holland. Alles von jhme selbsten nach ingenommenen gegenwertigen Augenschein vnd gnugsamer Erfahrung trewlich vnd warhafftig beschrieben/ vnd mit zugehörigen Kupfferstücken gezieret/ durch fleiß/ mühe vnd kosten Johann Theodors de Bry Seeligen gemeinen Erben,,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Caspar Röteln,Theodor de Bry der Ältere Erben; (DE-588)6146255-X,"Rötel, Kaspar; (DE-588)1037507312",1625,1625,"4 ungezählte Seiten, 56 Seiten",12 Illustrationen,2°,ger,,,VD17 23:322766B,,,,,,,,,Reisebericht,,,,Entdeckungsreise;Reisebericht;Ostindien;Reise; Schiffsreise; Westafrika; Geschichte 1614-1616; Kanarische Inseln; Madeira; Reise; Schiffsreise; Westafrika; Geschichte 1617-1620; Reise; Schiffsreise; Mittelmeerraum; Syrien; Geschichte 1620-1621; Orient; Portugal; Spanien; Italien; Geschichte 1611-1621,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,"77.C.31.(Vol.1,2) PRUNK","Die Illustrationen umfassen einen illustrierenden Kupferstich-Rahmen auf dem Titelblatt, 11 Kupferstichillustrationen. - Holzschnitt-Vignetten und Initialen im Text. - Gedruckte Marginalien "," Bibliografischer Nachweis: Groesen (2008), Nr. B. - Werktitel nach der ersten deutschen Ausgabe, Basel,  Genath, 1624. - Verleger sind Johann Theodor de Brys Erben "," Blatt ):(2a-b: Vorwort (""An Christlichen Leser"") "," Signaturformel: ):(2, A-G4",,Z185143807,,,
40,AC14472243,990054234340603338,http://data.onb.ac.at/ABO/%2BZ168353308,"Breithaupt, Johann Friedrich; (DE-588)12343405X","Eygentliche unnd außführliche Beschreibung der Reyse, welche ... Georg Wilhelm und Ludwig Wilhelm, Gebrüdere von Streitberg zu Ahorn ... nach der ... Insel Malta gethan",Schiffart; 23,"<<Die>> drey vnd zwantzigste Schiffahrt/ Eygentliche vnnd außführliche Beschreibung der Reyse/ welche die Woledelgeborne/ Gestrenge vnd Veste/  Georg Wilhelm vnd Ludwig Wilhelm/ Gebrüdere von Streitberg zu Ahorn/ Sachsengrün/ Caulsdorff/ Schernegg vnd  Gattendorff/ etc. vnd Johann Hieronymus Marschalck von Ebeneth/ zu Frensdorff vnd Weingartsgreutt/ etc. nach der weitberümten Christlichen Helden Jnsel Malta, gethan:; Beschrieben vnd an Tag gegeben durch Johann Friedrich Breithaupt",,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Wolffgang Hoffmann/;Jn Verlegung Friderici Hulsij,"Hulsius, Friedrich <<van>>; (DE-588)123645336","Hoffmann, Wolfgang; (DE-588)129072931",1632,1632,"8 ungezählte Seiten, 222 Seiten, 16 ungezählte Seiten, 6 ungezählte gefaltete Blätter Bildtafeln, 2 ungezählte gefaltete Doppelblätter","7 Illustrationen, 2 Karten",4°,ger,,,VD17 23:685743E,,,,,,,,,Reisebericht,,,,"Reise; Mittelmeer; Malta; Streitberg, Georg Wilhelm <<von>>; Streitberg, Ludwig Wilhelm <<von>>; Geschichte",TravelogueD17 Europa,"568641-B.3,23 MAG","Die Illustrationen sind 1 illustrierender Titelkupfer, 6 Kupferstich-Illustrationen und 2 Kupferstich-Karten. - Holzschnitt-Vignetten, Zierleisten und Initialen im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 23:685743E ; Asher (1839), S. 103 ", Blatt (:)2a-(:)4a: Vorrede an den Leser. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Franckfurt am Mayn/ bey Wolffgang Hoffmann/ Jn Verlegung Fiderici Hulsij. Anno 1632. ," Signaturformel: (:)4, A-Z4, Aa-Gg4 ; Blatt Gg4 unbedruckt",,Z168353308,,,
122,AC09738292,990028918310603338,http://data.onb.ac.at/ABO/%2BZ180620103,"Breuning von Buchenbach, Hans Jacob; (DE-588)117631094",Enchiridion Orientalischer Reiß; 1607,,Enchiridion Orientalischer Reiß Hanns Jacob Breunings/ von vnnd zu Buchenbach/ so er in Türckey/ benandtlichen in Griechenlandt/ Egypten/ Arabien/ Palestinam/ vnd in Syrien/ vor dieser zeit verrichtet,,,Tübingen,Tübingen; (DE-588)4061147-4,Tübingen; (DE-588)4061147-4,Bey Philipp Gruppenbach,"Gruppenbach, Philipp; (DE-588)1037520890","Gruppenbach, Philipp; (DE-588)1037520890",1607,1607,"2 ungezählte Seiten, 59 Seiten",2 Illustrationen,8°,ger,,,,,,,,,,,,Reisebericht,,,,Reise; Geschichte 1579; Naher Osten; Griechenland; Ägypten; Palästina; Syrien; Orient; Osmanisches Reich,TravelogueD17 Orient; TravelogueD17 Afrika Asien Europa,47.Y.51 PRUNK,Die Illustrationen sind 2 Holzschnitt-Wappen. - Holzschnitt-Vignetten im Text ," Bibliografischer Nachweis: Beckmann II, 269 ; Müller, Prosopographie, I, 427 "," Blatt A2a-B6b: Widmungsvorrede des Verfassers an Johann Friedrich von Würtemberg, Datum Buchenbach 02.02.1605. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Tübingen/ Bey Philipp Gruppenbach. Anno M. DC. VII. ", Signaturformel: A-D8 ; Blatt D8 unbedruckt,,Z180620103,,,
123,AC09738294,990028918330603338,http://data.onb.ac.at/ABO/%2BZ178361408,"Breuning von Buchenbach, Hans Jacob; (DE-588)117631094",Orientalische Reyß Des Edlen unnd Vesten Hanß Jacob Breüning; 1612,,"Orientalische Reyß Deß Edlen vnnd Vesten/ Hanß Jacob Breüning/ von vnd zu Buochenbach/; so er selb ander in der Türckey/ vnder deß Türckischen Sultans Jurisdiction vnd Gebiet/ so wol in Europa als Asia vnnd Africa/ ohn einig Cuchium oder FreyGleit/ benantlich in GriechenLand/ Egypten/ Arabien/ Palestina/ das Heylige Gelobte Land vnd Syrien/ nicht ohne sondere grosse Gefahr/ vor dieser zeit verrichtet. Alles in Fünff vnderschiedliche Meerfahrten disponirt vnd abgetheylet/ auch was in einer jeden derselben/ von tag zu tag fürgangen/ ordentlich vom Authore selbsten verzeichnet: darinn ein jede abgesonderte Materj vnder ihr eigen Capitel oder Titul gebracht/ vnd mit schönen Kupfferstücken gezieret. Mit angehenckter Summarischer Computation alles Meylen: sampt einem kurtzen Appendice, vnd außführlichen Registern/ so wol der Capitel als anderer denckwirdigen sachen",,,Gedruckt zu Straßburg,Straßburg; (DE-588)4057878-1,Straßburg; (DE-588)4057878-1,bey Johann Carolum,"Karolus, Johann; (DE-588)138878536","Karolus, Johann; (DE-588)138878536",1612,1612,"34 ungezählte Seiten, 98 Seiten, 2 ungezählte Seiten, Seiten 99 - 210, 2 ungezählte Seiten, Seiten 211 - 265, 2 ungezählte Seiten, Seiten 267 - 281, 2 ungezählte Seiten, Seiten 283 - 299, 15 ungezählte Seiten, 1 ungezähltes gefaltetes Blatt Karte","49 Illustrationen, 1 Karte",2°,ger,,,VD17 23:706704S,,,,"Caul, Philipp Michael;Faber, Andreas;Burg, Balduin;Zeitter, Elias",,,,,Reisebericht,,"Erste Meerfahrt/ von Venedig auff Constantinopel/ durch das Adriatische und Jonische Meer/ Item durch Archipelagum, oder Mare Aegaeum, nachmals durch Hellespontum, folgents durch Propontidem, Proconnesum, oder Mare de Marmora, auch durch Bosphorum Thraciae, auff Pontum Euxinum, oder/ Mare Negro. - Die Andere Meerfahrt/ Von Constantinopel in Egypten/ durch Propontidem/ Proconnesum/ oder Mare de Marmora/ Hellespontum/ Archipelagum/ Carpathium/ unnd Egyptiacum oder Lybicum Mare. - Die Dritte Meerfahrt/ Auß Egyptenland in Palestinam/ oder das Heylige Gelobte Land/ anfangs ein Zeitlang auff dem Fluß Nilo/ nachmals durch Egyptiacum unnd Syriacum Mare/ als da ist das Idumeische und Jüdische Meer. - Die Vierte Meerfahrt/ Von Joppe auß Palestina/ gen Tripoli inn Phaeniciam per mare Syriacum, als der orten sein das Jüdische/ Samarische/ Gallileische und Phaenicische Meer. - Die Fünffte unnd letzte Meerfahrt/ Von Tripoli auß Syrien/ gen Massilia in Franckreich in die Provintz/ durch Syriacum/ Carpathium, Creticum, Ionium, Adriaticum Mare, il Canal di Malta, Golfo di Lione, oder Thyrrenum unnd Gallicum mare",,Reise; Geschichte 1579; Naher Osten; Griechenland; Ägypten; Palästina; Syrien; Orient; Osmanisches Reich,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,47.Kk.67 PRUNK,"Die Illustrationen sind 1 illustrierender Kupferstich-Rahmen auf dem Titelblatt, 1 Kupferstich-Porträt des Verfassers, 3 gestochene Wappen, 44 Kupferstich-Illustrationen, 1 Kupferstich-Karte. - Holzschnitt-Vignetten, Zierleisten und Initialen im Text ; Zwischentitel auf Blatt A1a, J1a, S4a, Z3a, Aa4a mit Holzschnitt-Einfassung ; Gedruckte Marginalien "," Bibliogr. Nachweis: Beckmann II, 269 ; Europabegriffe und Europavorstellungen im 17. Jhdt. (http://www.univie.ac.at/igl.geschichte/europaquellen/quellen17/breuningvonundzubuchenbach1612.htm) ; Müller, Prosopographie, S. 426f. ; Yerasimos (1991), S. 325 (mit Reiseroute) "," Blatt ):(1b-):(4b: Widmungsvorrede des Verfassers an Johann Friedrich von Würtemberg, Datum Buchenbach 02.02.1605. - Blatt a1a-a5b: Widmungsgedichte von Balduin Burg, Elias Zeitter, Philipp Michael Caul, Andreas Faber in lateinischer Sprache. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Straßburg/ bey Johann Carolo im Jahr/ M. DC XII. ; Mit Privileg auf dem Titelblatt: Mit Röm. Kays. May. Freyheit "," Signaturformel: ):(4, a6, b4, A-G6, H8, J-Z6, Aa-Cc6, Dd4",,Z178361408,,,
