ko,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur
AC15532482,9958578465303338,http://data.onb.ac.at/ABO/%2BZ159253401,"Hacquet, Balthasar ; (DE-588)118699970","Oryctographia carniolica, oder physikalische Erdbeschreibung des Herzogthums Krain, Istrien, und zum Theil der benachbarten Länder",,"Oryctographia Carniolica, oder Physikalische Erdbeschreibung des Herzogthums Krain, Istrien, und zum Theil der benachbarten Länder; [Balthasar Hacquet]",Vierter Theil,,Leipzig,Leipzig; (DE-588)4035206-7,Leipzig; (DE-588)4035206-7,bey Johann Gottlob Immanuel Breitkopf,"Breitkopf, Johann Gottlob Immanuel; (DE-588)118809873","Breitkopf, Johann Gottlob Immanuel; (DE-588)118809873",1789,1789,"XVI, 91 Seiten, 1 ungezähltes gefaltetes Blatt Karte","5 Illustrationen, 1 Karte",5 ,1 ,4°,"Die Illustrationen sind 5 gezählte illustrierende Kupferstich-Vignetten, 1 Kupferstich-Karte (Continuatio Mappae Litho Hydrographica Nationis Slavicae Ad occidentem Solem sitae, gestochen von J. Adam). - Zierleisten ; Initialen ; Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin (Andere Ausgabe) ; Deutsche Biographie. - Anonym erschienen,"Seite [III]-[IV]: Widmung des Verfassers an König George III., von Großbritannien",,ger,,,,,,,,,"Adam, Jakob; (DE-588)122075560","Hacquet, Balthasar; (DE-588)118699970",,,,,Istrien; Physische Geografie; Krain; Physische Geografie,TravelogueD18 Europa; TravelogueD18 Orient,,252208-C.4; MAG .- *46.F.7.(Vol.1.2); PRUNK .- *46.F.7.(Vol.3.4); PRUNK
AC15496541,9958578466203338,,"Tott, François <<de>> ; (DE-588)117727776",Mémoires sur les Turcs et les Tartares; (DE-588)4809561-8,,Herrn Baron von Tott's Nachrichten von den Türken und Tartaren; mit Herrn v. Peyssonnel's Verbesserungen und Zusätzen,,,Wien,Wien; (DE-588)4066009-6,,gedruckt und zu finden bey Thadd. Edlen von Schmidbauer,"Schmidbauer, Thaddaeus <<von>>; (DE-588)1011420058","Schmidbauer, Thaddaeus <<von>>; (DE-588)1011420058",1788,1788,2 Bände,,,,8°,"Bibliografischer Nachweis: VD18 11282495 ; Bibliografie Reiseliteratur Eutin ; Engelmann, 993 ; Versuch, 386 ; Chatzipanagioti-Sangmeister, 1144",,,,ger,fre,Aus dem Französischen übersetzt,VD18 11282495,,"Peyssonnel, Charles <<de>>; (DE-588)124383645",,,,,,,Erlebnisbericht; Reisebericht,,,Osmanisches Reich; Reise; Osmanisches Reich; Geschichte 1755-1763; Reise; Krim; Geschichte 1768-1769,TravelogueD18 Orient; TravelogueD18 Asien Europa,,
AC15496558,9958578466303338,http://data.onb.ac.at/ABO/%2BZ166394800,"Tott, François <<de>> ; (DE-588)117727776",Mémoires sur les Turcs et les Tartares; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tartaren; mit Herrn v. Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen mit Kupfern,Zweyter und letzter Theil,,Wien,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,gedruckt und zu finden bey Thadd. Edlen von Schmidbauer,"Schmidbauer, Thaddaeus <<von>>; (DE-588)1011420058","Schmidbauer, Thaddaeus <<von>>; (DE-588)1011420058",1788,1788,"297 Seiten, 2 ungezählte Seiten, 7 ungezählte Blätter Bildtafeln",7 Illustrationen,7 ,,8°,Die Illustration sind 7 Kupferstich-Illustrationen (gestochen von Franz Assner). - Holzschnitt-Vignetten auf dem Titelblatt und im Text ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 993 ; Versuch, 386 ; VD18 90576845 ; Chatzipanagioti-Sangmeister, 1144","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Wien, gedruckt und zu finden bey Thadd. Edlen von Schmidbauer, auf dem Graben zur blauen Krone Nro. 1121. 1788",,ger,fre,Aus dem Französischen übersetzt,VD18 90576845,,"Peyssonnel, Charles <<de>>; (DE-588)124383645",,,,"Assner, Franz; (DE-588)140142487",,,Reisebericht,,,Osmanisches Reich; Reise; Osmanisches Reich; Geschichte 1755-1763; Reise; Krim; Geschichte 1768-1769,TravelogueD18 Europa Asien; TravelogueD18 Orient,,75.P.4.(Vol.2); PRUNK
AC15496556,9958578466403338,http://data.onb.ac.at/ABO/%2BZ166394708,"Tott, François <<de>> ; (DE-588)117727776",Mémoires sur les Turcs et les Tartares; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tartaren; mit Herrn v. Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen mit Kupfern,Erster Theil,,Wien,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,gedruckt und zu finden bey Thadd. Edlen von Schmidbauer,"Schmidbauer, Thaddaeus <<von>>; (DE-588)1011420058","Schmidbauer, Thaddaeus <<von>>; (DE-588)1011420058",1788,1788,"300 Seiten, 19 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Bildtafel",20 Illustrationen,20 ,,8°,Die Illustrationen sind 20 Kupferstich-illustrationen (gestochen von Franz Assner). - Holzschnitt-Vignetten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 993 ; Versuch, 386 ; Chatzipanagioti-Sangmeister, 1144","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Wien, gedruckt und zu finden bey Thadd. Edlen von Schmidbauer, auf dem Graben zur blauen Krone Nr. 1121. 1788.",,ger,fre,Aus dem Französischen übersetzt,VD18 90576837,,"Peyssonnel, Charles <<de>>; (DE-588)124383645",,,,"Assner, Franz; (DE-588)140142487",,,Reisebericht,,,Osmanisches Reich; Reise; Osmanisches Reich; Geschichte 1755-1763; Reise; Krim; Geschichte 1768-1769,TravelogueD18 Europa Asien; TravelogueD18 Orient,,75.P.4.(Vol.1); PRUNK
AC07960338,9958578467703338,,"Savary, Claude ; (DE-588)100405924",Lettres sur l'Égypte; 1785-1786,,"Zustand des alten und neuen Aegyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung etc.; aus dem Französischen des Herrn Savary . Mit Zusätzen und Verbesserungen von Johann Gottlob Schneider",,,Wien,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,Bey Anton Pichler,"Pichler, Anton; (DE-588)139176020","Pichler, Anton; (DE-588)139176020",,    ,2 Bände,,,,8°,"Bibliografischer Nachweis: Nachdruck der Ausgabe Berlin, Unger, 1786.  - Vgl. Bibliografie Reiseliteratur Eutin und Griep, Reiseliteratur und Geographica, 1230 ; Chatzipanagioti-Sangmeister, 0957",,,,ger,fre,Aus dem Französischen übersetzt,,,,,,"Schneider, Johann Gottlob; (DE-588)104117672",,,,,,,,TravelogueD18 Afrika; TravelogueD18 Orient,,
AC15531805,9958578467803338,http://data.onb.ac.at/ABO/%2BZ116239302,"Savary, Claude ; (DE-588)100405924",Lettres sur l'Égypte; 1785-1786,,"Zustand des alten und neuen Aegyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung etc.; Aus dem Französischen des Herrn Savary",Zweyter und dritter Theil; Mit einem Kupfer,,Wien,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,Bey Anton Pichler,"Pichler, Anton; (DE-588)139176020","Pichler, Anton; (DE-588)139176020",1799,1799,"XVI Seiten, 364 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1 ,8°,1 Kupferstich-Karte,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0957. - Nachdruck der Ausgabe Berlin, Unger, 1786.  - Vgl. Bibliografie Reiseliteratur Eutin und Griep, Reiseliteratur und Geographica, 1230",,,ger,fre,Aus dem Französischen übersetzt,,,,,,"Schneider, Johann Gottlob; (DE-588)104117672",,,,Briefsammlung; Reisebericht,,,,TravelogueD18 Afrika; TravelogueD18 Orient,,251736-A.2-3; MAG
AC07960344,9958578468203338,http://data.onb.ac.at/ABO/%2BZ11623920X,"Savary, Claude ; (DE-588)100405924",Lettres sur l'Égypte; 1785-1786,,"Zustand des alten und neuen Aegyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung etc.; Aus dem Französischen des Herrn Savary. Mit Zusätzen und Verbesserungen von Johann Gottlob Schneider, Professor zu Frankfurt an der Oder. Mit einer Abbildung der größten Pyramide",[1],,Wien,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,Bey Anton Pichler,"Pichler, Anton; (DE-588)139176020","Pichler, Anton; (DE-588)139176020",1799,1799,"8 ungezählte Seiten, 358 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,1 ,,8°,Die Illustration ist 1 Kupferstich-Plan,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0957. - Nachdruck der Ausgabe Berlin, Unger, 1786.  - Vgl. Bibliografie Reiseliteratur Eutin und Griep, Reiseliteratur und Geographica, 1230",Ungezählte Seite 3-8: Vorrede,,ger,fre,Aus dem Französischen übersetzt,,,,,,"Schneider, Johann Gottlob; (DE-588)104117672",,,,Briefsammlung; Reisebericht,,,,TravelogueD18 Afrika; TravelogueD18 Orient,,251736-A.1; MAG
AC15620327,9958605279603338,http://data.onb.ac.at/ABO/%2BZ201271102,"Myller, Angelicus Maria ; (DE-588)100225713",Peregrinus in Jerusalem,,"Peregrinus in Jerusalem. Frembdling zu Jerusalem; Oder: Ausführliche Reis=Beschreibungen, Worinen P. Angelicus Maria Myller, Ordens der Diener Unser Lieben Frauen, Böhmischer Provintz, SS. Theologiae Lectore, Definitor Actualis, & in Speciali Religionis Negotio p. t. Commissarius Generalis. Seine Fünff mit GOttes Geleit in Europe/ Asia/ und Africa glücklich zurück gelegte Haupt=Reisen, Nebst allen anbey vorgefallenen Denckwürdigkeiten/ zu Ehr und Lob des Allmögenden Grossen Schöpffers Himmels und der Erden; wie auch zu Lien und Nutzen des Nächsten auffrichtig beschreibet/ und in in Fünff Bücher abgetheilet/ unverhalten an Tag giebt. Alles Mit Chronologico=Historischer Calculation der Länder/ Königreichen/ Jnseln/ Halb=Jnseln/ Haupt=Städten und Städten; nebst deren Urhebern/ Regenten/ Glauben/ und Gebräuchen etc. etc. Zugleich Mit Hydro= und Geographischer Observation aller Reisen zu Wasser und Land genau vorgestellet",[1],,Alt=Stadt Prag,Prag; (DE-588)4076310-9,Prag; (DE-588)4076310-9,gedruckt bey Mathias Höger/ Ertzbischöffl. Buchdr.,"Höger, Matthias Adam; (DE-588)1037649214","Höger, Matthias Adam; (DE-588)1037649214",1729,1729,"40 ungezählte Seiten, 462 Seiten, 12 ungezählte Seiten",2 Diagramme,,,4°,"2 Diagramme. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten, Zierleisten und Initalen im Text","Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 125 (Andere Ausgabe) ; Chatzipanagioti-Sangmeister, 0752. - Jahr der Reise aus Quelle und externer Quelle (Tobler) ermittelt","Widmungsvorrede des Verfassers an Ferdinand von Khünberg, Erzbischof von Prag. - Zensurvermerk, Datum Prag 26.04.1729 von Maximilian Wietrowski. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt mit Privileg: Cum Licentia Ordinarii & Superiorum. Alt=Stadt Prag/ gedruckt bey Mathias Höger/ Ertzbischöffl. Buchdr. 1729.",,ger,,,,,,,,,,"Myller, Angelicus Maria; (DE-588)100225713",,Reisebericht,,,Wallfahrt; Italien; Reise; Malta; Syrien; Jerusalem; Griechenland; Konstantinopel; Geschichte 1725-1727; Ägypten; Osmanisches Reich; Naher Osten,TravelogueD18 Europa Asien Afrika; TravelogueD18 Orient,,107686-B; MAG
AC02946347,990004095820603338,http://data.onb.ac.at/ABO/%2BZ35026209,"Lucas, Paul ; (DE-588)117665665",Voyage du Sieur Paul Lucas au Levant; 1704; http://viaf.org/viaf/739151475055000490008,,"Reise nach der Levante,; Darinn unter andern Merckwürdigkeiten/ auch der Allerneueste Zustand von Ober=Egypten/ Nemlich von Cairo an/ biß zu den berühmten Wasser=Fällen des Nil-Flusses getreulich angezeiget ; Anbey eine Pünctliche Carte dieses Strohmes/ dergleichen niemals gesehen worden/ in Kupfer gestochen; Auß dem Frantzösischen des Sieur Paul Lucas, ins Hochteutsche übergesetzet von M. V**",,,Hamburg,Hamburg; (DE-588)4023118-5 .- Frankfurt am Main; (DE-588)4018118-2 .- Leipzig; (DE-588)4035206-7,Hamburg; (DE-588)4023118-5,Gedruckt und verlegt durch sehl. Thomas von Wierings Erben,Thomas von Wiering Erben; (DE-588)6146586-0,Thomas von Wiering Erben; (DE-588)6146586-0,1707,1707,"16 ungezählte Seiten, 165 Seiten, 1 ungezählte Seite, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1 ,8°,Die Illustration ist 1 Kupferstich-Karte. - Holzschnitt-Vignetten und Initialen im Text ; Titelblatt in Rot- und Schwarzdruck,"Bibliograph. Nachweis: Fromm 15622 ; VD18 90689208 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 847 ; Kainbacher, Erforschung Afrikas ; UBW Heidelberg (urn:nbn:de:bsz:16-diglit-46137). - Werktitel nach VD18 und Bibliografie Reiseliteratur Eutin","Vorrede an den Leser, Datum Hamburg 1707. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Hamburg, Gedruckt und verlegt durch sehl. Thomas von Wierings Erben/ bey der Börse/ im gelben A. B. S. Ao. 1707. sind auch zu Franckf. und Leipzig bey Zacharias Herteln zu bekom[m]en",,ger,fre,Aus dem Französischen übersetzt,VD18 90689208,,,,,,,,,Reisebericht,,,Levante; Reise; Geschichte 1699-1703; Oberägypten; Reise; Geschichte 1699-1703; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Afrika,,361951-A; MAG
AC07531416,990016084650603338,http://data.onb.ac.at/ABO/%2BZ69804407,"Maundrell, Henry ; (DE-588)132232928",Journey from Aleppo to Jerusalem; 1699; http://viaf.org/viaf/308565966,,"<<M. Henrich Maundrell, Prediger der Engl. Comp. zu Aleppo,>> Reise=Beschreibung nach dem Gelobten Lande,; Darinnen Die jetzige Beschaffenheit und der Allerneueste Zustand Des Heiligen Landes, Aller darinnen Sehens=würdigen Städte und Oerter, so in Heiliger Schrifft aufgezeichnet sind; Nach allen Umständen beschrieben, auch das merckwürdigste in Kupffer vorgestellet wird; Vermehret Mit einer Zweyten Reise Von Venedig auf Jerusalem, Cairo in Aegypten und Constantinopel etc.",,,Hamburg,Hamburg; (DE-588)4023118-5,Hamburg; (DE-588)4023118-5,bey Christian Wilhelm Brandt,"Brandt, Christian Wilhelm; (DE-588)1037501020","Brandt, Christian Wilhelm; (DE-588)1037501020",1737,1737,"6 ungezählte Seiten, 206 Seiten, 5 ungezählte Blätter Bildtafeln, 5 ungezählte gefaltete Blätter, 96 Seiten",11 Illustrationen,11 ,,8°,"Die Illustrationen sind 1 illustrierender Kupfertitel als Frontispiz (gestochen von J. G. Mentzel), 8 Kupferstichillustrationen, 1 Kupferstich-Plan, 1 Holzschnitt-Illustration. - Holzschnitt-Vignetten und Zierleisten im Text","Bibliografischer Nachweis: VD18 11553375 ; Bibliografie Reiseliteratur Eutin ; Tobler, Bibliographia geographica Palaestinae, S. 117","Ungezählte Seite 3-6: Vorrede des Übersetzers Ludwig Friedrich Vischer, Datum Hamburg 10.03.1737","Signaturformel: )(3, A-M8, N7, Aa-Ff8",ger,eng,Aus dem Englischen übersetzt,VD18 1155375,,,"Vischer, Ludwig Friedrich; (DE-588)117436518",,,"Mentzel, Johann Georg; (DE-588)122297229",,,Reisebericht,,,Palästina; Geschichte 1697; Wallfahrt; Venedig; Reise; Naher Osten; Geschichte 1697; Reise; Naher Osten; Jerusalem; Ägypten; Konstantinopel; Geschichte 1733; Mittelmeer; Orient; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Asien Europa,,364237-A; MAG .- UNASSIGNED
AC07697212,990016472920603338,http://data.onb.ac.at/ABO/%2BZ69824108,,,,"Reisen der Portugiesen und Franzosen nach Africa und Ostindien; oder Geschichte der ersten Entdeckung dieser Länder; Aus dem Französischen übersetzt, und mit Anmerkungen versehen von Georg Friederich Casimir Schad",,,Nürnberg,Nürnberg; (DE-588)4042742-0,,auf Kosten der Raspischen Buchhandlung,Raspesche Buchhandlung; (DE-588)1032880260,,1789,1789,"30 ungezählte Seiten, 592 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1 ,,8°,Die Illustration ist ein gestochenes Porträt als Frontispiz. - Holzschnitt-Vignetten im Text ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann 121. - Zusammenstellung von Übersetzungen (Nacherzählungen und Auszüge) von Reiseberichten und Abhandlungen. - Die Abhandlung des Pater Chanseaume wurde laut Angabe in der Quelle aus dem 2. Band der ""Memoires géographiques, physiques et historiques su l'Asie, l'Afrique et l'Amerique, par Mrs. Surgy"" übersetzt","Blatt a2a-a5b: Widmungsvorrede des Herausgebers Georg Friedrich Casimir Schad an Ludwig Eugen von Würtemberg und Teck. - Blatt a6a-b7a: Vorbericht des deutschen Herausgebers, Datum 31.09.1787","Signaturformel: a-b8, A-Z8, Aa-Oo8",ger,fre,Aus dem Französischen übersetzt,,"Chanseaume, ... .- Ussieux, Louis <<d'>>; (DE-588)100680682 .- Le Maire, Jacques-Joseph; (DE-588)122081714 .- Poncet, Charles Jacques; (DE-588)1015992544","Schad, Georg Friedrich Casimir; (DE-588)117092711",,,,,"Schad, Georg Friedrich Casimir; (DE-588)117092711",,,,"Ussieux, Louis <<d'>>: Histoire abrégée de la découverte et de la conquête des Indes par les Portugais;  .- Le Maire, Jacques-Joseph: <<Les>> voyages du Sieur LeMaire aux îles Canaries, Cap-Verd, Sénégal et Gambia;  .- Poncet, Charles Jacques: Relation abrégée du voyage que M. Charles Jacques Poncet, médecin françois, fit en Éthiopie en 1698, 1699 et 1700; ","Afrika; Indien; Portugiesen; Entdeckung; Geschichte 1415-1515; Afrika; Franzosen; Reise; Geschichte 1680-1700; Indien; Landeskunde; Reise; Afrika; Ägypten; Äthiopien; Geschichte 1698-1700; Poncet, Charles Jacques; Reise; Le Maire, Jacques-Joseph; Kanarische Inseln; Senegal; Westafrika; Geschichte 1682-1683",TravelogueD18 Afrika Asien; TravelogueD18 Orient,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren (in Auszügen),364249-A; MAG .- UNASSIGNED
AC09668105,990028200570603338,http://data.onb.ac.at/ABO/%2BZ156330202,"Arvieux, Laurent <<d'>> ; (DE-588)118848224",Voyage fait par ordre du Roy Louis XIV dans la Palestine; 1717,,"Beschreibung der Reise nach Palestina,; Zu dem Grossen Emir, dem Oberhaupte unter den Fürsten der Araber in der Wüsten, welche unter dem Titel der Bedouiten oder der arabischen Sceniten bekannt sind, und welche vorgeben, sie wären die rechten Nachkommen Jsmaels, des Sohnes Abraham. Auf Befehl und Verordnung Königl. Majestät Ludwigs des XIV. verrichtet. Benebst einer allgemeinen Beschreibung von Arabien, welche von dem Sultan Jsmael Abulfeda aufgesetzet,; von dem Herrn De La Roque aber ins Französische nach den besten Manuscriptis übersetzet, und mit Noten hin und wieder versehen worden. Nunmehr auch in teutsche Sprache übersetzt",,,Leipzig,Leipzig; (DE-588)4035206-7,,Zu finden im Braunischen Buchladen,Johann Friedrich Braun Erben; (DE-588)6146385-1,,1740,1740,"24 ungezählte Seiten, 286 Seiten, 2 ungezählte Seiten, 4 ungezählte Blätter Bildtafeln, 2 ungezählte gefaltete Blätter",5 Illustrationen,5 ,,8°,"Die Illustrationen sind 1 Kupferstich-Illustration als Frontispiz mit Kupfertitel (signiert von Brühl), 4 Kupferstich-Illustrationen (teilweise signiert von Brühl). - Holzschnitt-Vignetten im Text ; Titelblatt in Rot- und Schwarzdruck ; Tabellen ; Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Ungezählte Seite 3-6: Widmungsvorrede des Verfassers and André Hercule de Fleury, Datum Paris 12.12.1738. - Ungezählte Seite 7-22: Vorrede","Signaturformel: [3], (*)8, A-S8",ger,fre,Aus dem Französischen übersetzt,,,"La Roque, Jean <<de>>; (DE-588)132984245",,,,"Brühl, Johann Benjamin; (DE-588)103769544","Arvieux, Laurent <<d'>>; (DE-588)118848224","Fleury, André Hercule <<de>>; (DE-588)118683969",Reisebericht,,,Arabien; Palästina; Reise; Geschichte 1664-1665; Naher Osten; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Asien,,48.Y.33; PRUNK
AC09679278,990028315100603338,http://data.onb.ac.at/ABO/%2BZ221543606,"Calvert, Frederick 6th baron Baltimore ; (DE-588)1016431147",Tour to the East in the years 1763 and 1764; 1767; http://viaf.org/viaf/312368079,,"Reise in den Orient in den Jahren 1763 und 1764; und Anmerkungen über die Stadt Konstantinopel und die Türken, nebst einigen auserlesenen Proben des Witzes und der Dichtkunst der Morgenländer; herausgegeben von Lord F. Baltimore ; Aus dem Englischen übersetzt",,,Leipzig,Leipzig; (DE-588)4035206-7,,in der Dyckischen Buchhandlung,Dycksche Buchhandlung; (DE-588)6147579-8,,1768,1768,"6 ungezählte Seiten, 130 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: VD18 10545808 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 67 ; Chatzipanagioti-Sangmeister, 0021",Vorrede des Verfassers,,ger,eng,Aus dem Englischen übersetzt,VD18  10545808,,,"Volkmann, Johann Jacob; (DE-588)104361158",,,,,,Reisebericht,,,Reise; Geschichte 1763-1764; Orient; Osmanisches Reich; Konstantinopel; Topografie; Aphorismus; Türkisch,TravelogueD18 Asien; TravelogueD18 Orient,,669815-B; MAG
AC09730828,990028841700603338,http://data.onb.ac.at/ABO/%2BZ180627808,"Concedepanem, J. F. B.",,,"Orientalischer Pottschafter Oder Auff Fried; mit Freund von Auffgang kommender Mercurius, Beym Einzug in die Käyserl. Residentz=Stadt Wienn der/ von der Hohen Porten An den Allerdurchleuchtigsten/ Großmächtigsten/ und unüberwündlichsten Fürsten und Herrn Herrn Leopold Den Ersten Den Höchsten Erwöhlten Römischen Käyser/ zu allen Zeiten Mehrern deß Reichs/ in Germanien/ zu Hungarn/ Böheimb/ Dalmatien/ Croatien/ und Sclavonien König/ etc. Ertz=Hertzog zu Oesterreich/ Hertzogen in Burgundien/ Stayr/ Kärnten/ Crayn und Würtenberg/ Graffen zu Habspurg und Tyroll/ etc. Abgesandten Pottschafft/ Durch einen den Auffgang seiner untergangenen Fortun suchenden sonst schon bekanten J. F. B. Con Ce De paneM Reimweiß außführlich entworffen. Jm Jahr Der MäChtgen PottsChafft Da LeopoLD PottsChafft senDet naCher RoM naCh der Porten",,,Gedruckt zu Wienn,Wien; (DE-588)4066009-6,Wien; (DE-588)4066009-6,bey Johann Georg Schlegel,"Schlegel, Johann Georg; (DE-588)103752649X","Schlegel, Johann Georg; (DE-588)103752649X",[1700],1700,4 ungezählte Blätter,,,,2°,"Kein illustrierender Inhalt. - Holzschnitt-Vignetten, Zierleisten und Initialen",Bibliografischer Nachweis: . - Erscheinungsjahr nach einem Chronogramm,Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Wienn bey Johann Georg Schlegel/ Academischen Buchdruckern.,"Signaturformel: A2, B2",ger,,,,,,,,,,,,,,,Gesandtschaft; Türkisch; Wien; Geschichte 1700 circa; Osmanisches Reich; Gesandtschaft; Wien; Geschichte um 1700; Lyrik,TravelogueD18 Orient; TravelogueD18 Europa,,47.Mm.14; PRUNK
AC09760457,990029145420603338,http://data.onb.ac.at/ABO/%2BZ180696004,"Carra, Jean-Louis ; (DE-588)123246008",Histoire de la Moldavie et de la Valachie; 1777; http://viaf.org/viaf/7757153289943732770002,,Geschichte der Moldau und Wallachei von ihrem Ursprunge an bis auf den jetzigen Zustand dieser Provinzen; Nebst Beschreibung der mit den Türken geführten Kriege ; Auf einer Reise gesammelt; von Herrn Carras  Königl. Franz. Ambassadeur zu Warschau,,,Frankfurt und Leipzig,Frankfurt am Main; (DE-588)4018118-2 .- Leipzig; (DE-588)4035206-7,,"bei Christoph Weigel, und  A. G. Schneider",Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung; (DE-588)5311115-1,,1789,1789,"10 ungezählte Seiten, 148 Seiten",,,,8°,Holzschnitt-Vignetten,"Bibliografischer Nachweis: VD18 10234047 ; Stuck I, 264 (franz. Ausgabe) ; Chatzipanagioti-Sangmeister, 0152. - Auch in der Reihe ""Bibliothek der Neuesten Reisebeschreibungen"" [vgl. (AT-OBV)AC09760458]. - Werktitel nach Chatzipanagioti-Sangmeister, VIAF und VD18.","Ungezählte Seite 2-8: Einleitung. - Teile der Auflage am Ende mit 2 ungezählten Seiten Verlagsprogramm. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Frankfurt und Leipzig, bei Christoph Weigel, und A. G. Schneider 1789.",,ger,fre,Aus dem Französischen übersetzt,VD18 10234047,,,,,,,,,,,,Moldau; Geschichte; Walachei; Geschichte; Topografie,TravelogueD18 Europa; TravelogueD18 Orient,,79.Aa.143; PRUNK
AC09770690,990029249860603338,http://data.onb.ac.at/ABO/%2BZ98088809,"Chandler, Richard ; (DE-588)117651214",Travels in Greece; 1776; http://viaf.org/viaf/9151156497238917740001,,"Reisen in Griechenland; unternommen auf Kosten der Gesellschaft der Dilettanti; und beschrieben von Richard Chandler Doktor der Gottesgelahrtheit, Mitglied des Magdalenenkollegium zu Oxford und der Gesellschaft der Alterthümer zu London. Mit Kupfern",,,Leipzig,Leipzig; (DE-588)4035206-7,,bey Weidmanns Erben  und Reich,Weidmanns Erben und Reich; (DE-588)6146596-3,,1777,1777,"XVI, 432 Seiten, 7 ungezählte gefaltete Blätter","2 Illustrationen, 5 Karten",2 ,5 ,8°,Die Illustrationen sind 5 Kupferstich-Karten und 2 Pläne/ Karten,"Bibliografischer Nachweis: VD18 11381973 ; Stuck I, 294 ; Griep, Reiseliteratur und Geographica, 0239 ; Bibliografie Reiseliteratur Eutin ; Engelmann 535 ; Chatzipanagioti-Sangmeister, 0188. - Der erste Teil der Reiseberichte Chandlers erschien unter dem Titel: Reisen in Kleinasien. Leipzig, Weidmanns Erben und Reich, 1776",,,ger,eng,Aus dem Englischen übersetzt,VD18 11381973,,,,,,,,,Reisebericht,,,Griechenland; Reise; Geschichte 1764-1766; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Europa,,251412-B; MAG
